h,T
-24940.03752,30581160.56
-12532.71867,30364943.75
-8925.619551,34968410.24
-17583.81555,9713786.714
-4300.745985,37212142
-12055.08477,33784055.64
-17653.72691,32820050.66
-2955.899096,37253397.41
-21568.56976,39325960.21
-16809.40613,5750860.798
-31754.87461,551426.5108
-14352.30245,18455893.07
-7416.367775,17960466.23
-26093.38613,46994642.81
-4234.626183,6833516.913
-17531.41328,38547352.27
-18987.87973,29292415.84
-23937.33946,11823875.19
-7730.025798,21617307.76
-15932.43199,47958813.25
-27684.53202,16080390.1
-2728.653364,11732704.99
-1540.809852,36767042.23
-14678.47477,42559006.63
-18917.09307,23985218.82
-29103.15832,4300677.772
-29699.44069,36379119.62
-28013.95675,2441920.961
-27335.26118,41057242.16
-28921.15554,39426474.17
-11735.24261,41452343.85
-6821.97092,32412860.02
-3935.146565,8770775.512
-14013.33781,19766492.14
-15965.30252,8049721.706
-31244.79957,40987708.5
-15123.11481,21244012.78
-1559.178708,23153826.87
-26111.47387,21248024.67
-6569.745066,3081386.155
-5317.586868,421362.156
-3895.807335,46099815.25
-26335.71892,43716033.53
-25495.41566,19515677.63
-1211.387973,32450597.24
-7002.576899,31607977.69
-31172.51583,3680894.317
-2657.098116,27207847.75
-4349.702752,25922881.72
-18569.04413,42157058.04
-19748.80916,1418129.669
-19819.82715,12023995.23
-4157.04554,31390269.55
-22531.69091,28807757.33
-25329.97701,3208597.971
-8709.979883,46963364.29
-25694.39571,47240288.06
-7827.891845,41846116.58
-5120.429751,47009461.5
-30124.61043,19069958.93
-8231.292458,37928869.08
-9067.933846,9185029.982
-1735.082955,14376836.34
-3846.497586,15111702.16
-21959.1766,33252856.14
-26163.12734,1178294.346
-25327.79247,7042577.656
-31543.48674,18269207.4
-24766.30817,21984201.87
-27121.03568,9331266.756
-10075.77404,40663510.25
-31426.63918,32494276.65
-12746.09895,31534791.29
-12162.85418,20497318.74
-10376.19742,44971782.76
-1120.040904,24462659.49
-3213.22744,19814619.47
-16319.14475,37621759.4
-16388.80035,17580368.87
-31313.646,19164834.93
-23568.31692,34502409.11
-14286.81184,31769773.41
-29730.15095,41923047.39
-14861.71717,27813783.48
-29647.2797,33643495.01
-16792.88537,21726280
-28685.18235,19968477.73
-19695.80383,29052147.45
-21599.7296,25851095.12
-27727.62248,2621458.98
-15369.88194,13854010.96
-20149.91761,21387739.2
-16946.76307,24980190.64
-29507.19366,10377184.57
-16550.67543,45762676.73
-27296.33177,298568.535
-25217.5807,17222809.71
-11656.49321,12333478.26
-27220.9473,6929088.203
-26439.69146,16514938.92
-5777.639601,20862204.67
-2971.039999,40655891.71
-24953.26594,45751514.9
-17829.41639,36276541.04
-6624.871313,44234839.84
-5276.235937,25838300.64
-13213.27411,378238.5461
-21428.1471,24010674.33
-9863.530355,28724099.95
-15986.02616,19618144.95
-21765.82286,46765126.12
-29325.45393,673794.084
-12903.46359,41490331.29
-25313.3925,1063646.993
-23948.21066,46426239.86
-10955.58736,17250415.5
-1242.959675,39355381.54
-30822.49082,40276283.61
-7605.499029,24925721.96
-26718.61963,13849899.82
-29159.92086,30383663.25
-2043.313132,27887973.83
-26978.23098,457463.0429
-6290.700964,867785.0704
-17606.21391,27673924.05
-4086.0067,46904962.91
-19008.55206,40115141.16
-22390.91706,16378200.05
-28573.47893,12069484.18
-14835.86371,14860734.66
-11110.21514,23994336.94
-31560.86025,21647010.32
-22935.8621,18090249.21
-23145.86113,30744557.34
-30516.11101,3993648.429
-8724.349161,31498556.41
-2621.191932,7052218.621
-7441.394418,1918957.662
-16889.3058,41335938.46
-15010.5574,45848873.77
-7871.138218,35200695.83
-15884.727,14780875.9
-11573.79361,44706035.99
-14245.4648,37873590.02
-14389.13878,19119686.11
-17001.13442,13839312.39
-30353.11745,39366067.83
-19866.32578,35836573.42
-15664.96517,44419411.22
-782.3597601,33959058.97
-2280.464383,8777124.314
-15797.93397,26887570.69
-8966.032919,29518936.66
-10834.13576,40217614.81
-7334.115805,6951623.776
-11498.13019,38509309.76
-22331.91104,12823794.62
-29115.15814,18018515.59
-25832.0126,38811101.31
-23833.43517,33155938.68
-4876.389189,27309660.65
-5260.485214,15819619.56
-230.3672947,34442519.88
-5385.607779,28368934.79
-14622.80068,3218383.45
-21024.61277,21925439.32
-17426.96073,12378610.64
-28844.27807,41747503.97
-30171.85329,1743126.024
-240.3564365,21686486.78
-5771.692225,29594578.04
-26287.0389,42334981.95
-27493.83736,28396095.29
-28023.34779,5813953.788
-30655.79785,1637953.788
-27519.64605,16302269.9
-13484.29465,7697376.143
-3396.585428,46518230.25
-22402.4717,47083050.38
-2489.823197,47565951.03
-973.8482775,47524778.12
-20984.81397,22245667.89
-9615.978396,8575716.88
-15831.48349,7433581.603
-13206.97055,15378407.19
-11186.23383,39400282.98
-6927.586747,15175575.42
-130.0210929,33808155.94
-12481.18881,16565170.04
-27734.79644,9162062.334
-31501.73894,35959314.1
-3353.844162,34017636.19
-12033.76319,25585935.07
-24355.86547,21266242.06
-31141.18641,28378581.95
-9326.83503,4172358.318
-29400.96535,18505441.87
-31360.57361,47667392.76
-7750.520984,44112792.37
-474.7675169,36955308.77
-13890.97314,41112426.99
-7154.094025,23956544.09
-28129.54411,11828544.83
-1153.418062,17906249.82
-31370.34724,43587936.94
-2878.566755,9257394.3
-10077.55316,3254516.344
-23227.94824,36368110.43
-7908.960999,182235.2722
-16837.66045,11008261.71
-10854.93989,41211011.16
-11926.28063,3505133.708
-25763.28789,18594339.14
-23788.87729,28994760.55
-3148.709059,45078416.47
-2013.94333,43129190.89
-26000.62634,5380559.55
-5085.483592,1202491.528
-6817.808703,40227034.62
-4590.917957,621515.8933
-12807.25602,22820084.2
-19034.87646,37289688.7
-30618.62524,16124138.21
-2287.730066,38399449.26
-13917.36118,43517142.41
-15341.32589,19436040.53
-3155.177663,43349786.14
-18356.66197,21034457.47
-11696.53171,29224811.58
-18560.51031,37339241.38
-30432.56288,4809364.305
-189.5507068,46196098.04
-20153.79371,32068008.68
-24053.39579,33392172.29
-8906.54653,35990955.85
-14650.86857,16074311.24
-12921.46807,37631457.06
-20500.33442,24608376.81
-20264.76965,29034878.19
-12001.4924,21896933.32
-29944.63511,9827080.385
-30245.62235,31414098.38
-10800.73539,43320337.2
-15303.18286,45880391.05
-28371.88039,1402468.118
-14086.73482,9762451.873
-17360.11603,25440131.95
-3831.327424,32761398.36
-857.088598,22438368.72
-21070.27982,44448790.52
-196.1441389,4887051.417
-28530.39499,35622719.95
-4461.407733,27517775.45
-12609.61399,36655130.42
-25244.5417,5276298.972
-12696.62036,45087976.1
-11411.19388,6179702.353
-30002.96853,23167873.26
-31073.26381,31161186.27
-25121.22625,8275971.579
-27793.99663,14407316.99
-3178.963541,16287352.76
-2061.098623,30613359.54
-24645.71382,3775577.448
-9775.945294,1817963.043
-12754.68829,39145012.54
-4602.942689,30153029.79
-14808.76121,45337824.08
-17707.20306,36589341.85
-13876.05183,5953325.161
-26852.0076,20236444.25
-17105.05756,15321506.12
-26097.54427,38918945.53
-13536.75266,1497584.212
-7439.298066,39893574.13
-9299.026645,35810937.94
-12924.22923,11744992.04
-27139.41525,47109180.11
-29099.52792,20127899.9
-14964.17872,43373990.94
-8787.789303,4817861.951
-20015.80822,3319178.306
-26411.98311,19762421.64
-14707.86423,36200167.7
-23031.15138,32192760.85
-17.18344821,33753991.37
-9509.198429,4657681.231
-30810.41381,13489041.74
-19430.81205,23358271.52
-24479.44849,16854214.6
-18259.98415,7300469.42
-21776.16473,2904258.222
-22768.46328,27701138.23
-5191.544923,25012277.01
-11021.11729,14084627.49
-14488.91415,24175623.05
-8485.463726,14487722.64
-20294.2853,22769952.9
-1928.645213,25043164.9
-28859.47164,19146765.45
-10129.59056,38632945.6
-24573.18343,44642363.5
-13926.47369,16587834.33
-15595.92977,41494347.94
-21936.78403,2203919.791
-7941.345146,18799337.24
-12560.78603,30916599.27
-30254.59805,27339641.68
-12441.54398,47969052.18
-17816.66252,17788561.52
-31081.01002,37544237
-12536.45117,41018825.37
-17556.13492,30253626.98
-7268.067045,18879512.19
-4715.989645,9039568.154
-11437.37465,43119313.88
-30403.81122,10872464.21
-16808.93602,40136470.89
-14787.73907,12789947.56
-938.3469587,2397645.4
-15296.00704,43220718.97
-13639.27369,18475142.89
-25770.00589,43412181.38
-28711.212,8154459.261
-1653.970002,594090.6517
-13248.59898,30320450.27
-6620.281397,35658671.8
-13199.93952,35252438.33
-3064.698729,20897588.41
-7901.754101,4996039.624
-30146.90752,20669381.86
-1649.412068,27874998.06
-103.5845807,2255846.523
-4576.802324,21219358.22
-3225.070876,20581763.87
-27419.13466,31901570.72
-1722.363403,10242310.59
-25400.89012,32516668.7
-5456.577984,8271408.938
-4966.107497,30820263.68
-1980.222881,23005420.13
-4361.830215,27004166.36
-15864.41118,22887467.88
-25085.06384,47042537.99
-2837.631465,19784426.03
-3748.827425,46184704.36
-23883.7809,9118583.73
-7528.630924,28266861.37
-21903.11415,24620794.23
-12339.34972,37151838.1
-26142.92581,45500971.28
-4250.607265,46487571.28
-17127.1394,31184376.97
-11317.9745,47325161.23
-1137.782127,13440826.57
-12816.05164,34789534.16
-1449.913436,26155575.49
-15906.41925,42646979.09
-18536.17447,40419684.98
-26871.69234,42665147.95
-20126.144,42815367.83
-955.2393186,11377277.97
-30902.22815,15472275.66
-18754.4491,19503058.57
-21536.00453,9285507.059
-31397.9708,39959130.7
-30463.37054,4236448.981
-17195.88242,46248435.74
-762.6437486,18518471.25
-16905.23413,46887780.06
-21623.16025,39611596.83
-17611.72575,22185656.84
-3855.223046,17605671.34
-14330.1268,2562066.577
-10419.3285,43332871.78
-11150.44132,1517411.557
-19245.30648,8707505.824
-19875.53118,32507561.15
-27647.12794,13651704.56
-7705.129825,32430643.51
-21736.72689,37422404.37
-31228.57598,28824685.08
-27304.55491,35129283.19
-3272.141059,34655375.14
-5242.092212,12704393.38
-26970.75101,1715215.919
-10489.32208,38705930.99
-19602.19667,3334655.478
-28340.6936,259491.2501
-17540.59015,21900755.22
-20479.08583,22272903.07
-572.4353407,29400761.69
-21892.59477,3578756.11
-30643.47392,22068405.15
-6345.663398,18053379.12
-7616.228618,18254191.8
-31196.69152,9268666.709
-5361.302534,25225310.91
-2226.692051,37081027.13
-23317.11397,29942170.6
-17074.03819,32323698.63
-19461.63092,45023898.08
-11076.92339,40611889.05
-23740.4719,21827335.54
-28312.29081,42916245.56
-3069.733234,29956549.4
-25536.48977,13058421.39
-26056.42764,12527525.8
-19593.75482,5740784.963
-23930.52687,17137099.78
-18128.7224,22403828.59
-1017.468764,35749270.07
-12524.63443,19429466.58
-17472.89318,18319703.75
-5233.496409,15806100.08
-6544.702777,26077526.57
-19113.41087,12192818.41
-14377.40942,32251663.78
-24564.57507,25398530.9
-15353.06561,4480910.619
-11155.58658,38211079.67
-30209.65751,5501654.033
-216.0091591,14328506.8
-31421.30988,30185057.83
-220.9748424,41905363.11
-25429.15605,8974611.517
-23321.86218,29411027.93
-19667.32771,2017431.991
-17516.54977,30762454.26
-22241.08275,33562817.57
-22114.79965,26764048.64
-5050.663105,2707342.617
-7538.158669,19051644.93
-31635.39391,10774780.19
-11903.94364,12174548.81
-4073.156057,42789229.23
-20853.04387,12364065.1
-5330.852801,5674777.517
-29045.74175,4103648.962
-6095.254053,32615600.13
-3742.369024,45294336.39
-17482.36863,15445210.56
-21252.18795,31654460.88
-13558.53032,34282247.07
-29438.07191,3972267.451
-19550.08164,8311329.313
-927.084441,40476244
-9932.081369,16184266.36
-25163.31162,4260408.987
-3492.366611,38341836.7
-26729.944,38308038.32
-9311.366151,40782030.06
-19850.37013,21859036.62
-14295.79445,47733039.37
-17353.04641,12394492.13
-23051.93276,27808529.4
-22749.32636,35776657.62
-17791.44083,16165807.37
-30196.98162,39264825.74
-20020.96734,3659436.743
-24668.13111,27224850.42
-8263.732208,25075434.5
-28381.12978,35940131.49
-7192.791556,16476991.81
-6734.281752,5766218.172
-2157.384343,16155312.66
-12149.60396,8220159.841
-20040.03688,23206805.26
-18480.37371,35971124.42
-25072.02224,13168469.48
-23208.10165,16140033.49
-26464.01825,2989271.038
-27167.43373,47591569.96
-20625.02059,14272516.84
-16076.11869,15726298.15
-20782.27916,40486221.14
-28846.49131,18181996.99
-4370.5309,36513284.39
-1046.627654,45800964.6
-4474.852377,24657412.04
-16925.15903,25140812.46
-19967.79066,43666245.59
-20839.3102,11536920.34
-10426.79729,24111498.34
-28757.66698,18219961.15
-15088.20114,45342234.76
-9123.56712,14129334.34
-30764.68215,46756610.45
-14827.92947,1152090.707
-13967.80964,31935852.42
-12268.24469,8432304.875
-31860.52113,12862405.04
-3620.338608,12460114.25
-26373.50072,19527222.95
-26756.40136,29994576.12
-19941.77581,47429012.52
-20680.62698,41576580.63
-14114.86735,1300406.058
-30995.17434,24044549.86
-4735.956002,47551283.93
-23181.83067,11938800.36
-9953.662297,25742815.42
-27558.0877,4311562.583
-29553.77273,29771166.35
-27292.9382,12029140.63
-20803.46949,43697596.62
-25900.59572,22727637.94
-10711.25789,7516764.904
-1696.437807,13746479.94
-17460.44305,9864515.978
-15710.66186,21031646.23
-23497.55683,12749316.76
-22828.01128,12986853.71
-29151.84312,20227094.21
-3616.770606,8891326.048
-10136.35502,2885056.402
-19728.55767,47449824.94
-2562.358586,17466572.24
-3646.809773,27228567.76
-30910.83897,46544681.89
-1270.832245,27275712.59
-15608.48775,36982113.27
-7742.25123,31197263.99
-18945.41816,15894481.87
-21691.04173,47610508.97
-10222.45704,31147319.73
-27775.77344,41675372.12
-7778.321686,1920282.496
-31889.44199,29801358.36
-19413.67763,28542344.74
-31643.5885,34921794.61
-19994.56769,5775186.022
-1314.337875,4332110.597
-16904.80716,3861355.848
-4375.196282,23707908.74
-17946.54522,27449195.05
-10944.3469,5405068.598
-25461.38551,19159919.27
-17215.80477,30222767.67
-3330.028963,42047599.85
-8431.671598,25872421.1
-21693.51224,12679850.54
-6360.76025,8901316.699
-30834.64076,38235921.76
-7490.468594,2038943.328
-18150.16827,42824143.47
-27066.38608,40297105.2
-29344.93726,26658812.93
-16458.82852,37891104.97
-21609.32756,7009193.228
-28988.81929,32965902.28
-3020.674348,2296429.31
-22487.37796,2344555.975
-6780.332644,10264666.56
-7758.023784,15025670.94
-15068.10108,33667827.93
-14817.632,5452222.529
-644.9150704,45627531.9
-7350.220738,28358990.63
-28331.76551,18708240.08
-16377.12155,22849745.47
-8771.523143,9060615.801
-4114.816292,36561240.12
-21946.62523,12724472.71
-19183.09576,13873861.2
-30294.20348,19732839.22
-20032.38535,19984049.97
-26378.35753,13437472.01
-22521.37286,12188623.44
-29957.9779,24863160.75
-27503.86403,37230513.62
-15585.60662,35029661.06
-11505.48736,1937979.034
-10036.42738,5127768.819
-4947.390858,43752595.05
-3406.968368,11296256.86
-6843.891465,31633502.6
-18312.19774,26494654.3
-27457.76141,13248075.01
-11426.79068,36140132.07
-14522.96965,5191198.855
-850.1707153,27198952.49
-4808.884712,9507932.056
-4903.104433,18264872.95
-1235.230853,38030782.08
-31388.13229,2951171.176
-22551.60383,42476808.89
-19071.80775,15940391.52
-374.1344616,43814096.13
-18812.81261,28124673.9
-25032.96323,24573667.4
-6636.57557,21997768.27
-500.5474741,31754851.71
-30561.83236,43857247.84
-11563.65879,17664776.22
-22659.45498,6405395.577
-16205.62347,32724115.21
-28666.30014,29277249.8
-26447.72906,16837641.23
-2250.164583,36204837.08
-19292.08875,38240948.66
-19633.87598,17888952.23
-7990.319395,22719540.11
-2743.015517,12503703.37
-13337.08096,12834335.07
-6714.561803,27660649.37
-8830.612397,32443890.25
-1909.722658,32594314.57
-22821.55794,39221248.71
-28696.91137,37761377.7
-15845.37042,23534764.43
-13389.72617,41685545.89
-3913.988188,37136774.72
-26313.82922,30516192.25
-9829.180715,26515545.36
-10229.09947,31819673.9
-3414.682086,23136929.15
-21072.50207,32163031.31
-14452.55957,30214236.8
-16102.39205,39792804.89
-26299.076,5389918.049
-17057.83135,36341490.03
-17996.89812,32944586.94
-1704.688722,44669871.59
-16013.27282,42320412.28
-18444.22165,41433714.11
-31261.19495,28851301.92
-6386.515826,10199500.57
-8629.168168,18544051.56
-14261.49281,28167350.71
-5600.798668,40234830.83
-28490.13605,37381897.74
-5414.580732,46287527.47
-19143.04505,36044130.35
-24973.31575,47867045.96
-1905.383758,12543366.18
-5785.558482,14689842.79
-1636.040059,3403554.565
-18272.42872,44175706.62
-7058.105258,27258242.09
-5086.95046,6760848.52
-19649.519,23643938.26
-9422.297644,47711215.86
-27609.30926,11035235.28
-636.2937412,36906135.21
-17795.51789,24224468.65
-19066.77216,32888859.63
-1.991639855,16895807.35
-10140.96147,6465465.398
-2551.69015,28135363.12
-28954.75069,41191117.15
-26405.11998,11240742.31
-25630.4917,16914500.55
-27361.47726,47156279.82
-20546.0768,1424402.241
-15917.54974,19358472.7
-23392.2323,37843260.33
-1081.377265,30627985.02
-13794.77237,9890108.455
-6317.894823,37727764.78
-28293.44244,44618927.56
-21341.60874,5310921.998
-11282.39061,9385758.085
-23704.9869,32140832.27
-21551.91967,30905544.91
-20320.46267,30887477.44
-15116.25411,24431561.99
-12066.7146,1681127.901
-19097.41709,21257125.79
-14722.01265,44355348.05
-22407.98335,4200722.401
-8693.998614,25693253.51
-24549.7014,32267001.62
-522.1944745,43796767.84
-10795.92491,40151195.83
-18233.6862,43307060.87
-2028.924911,40673133.37
-20737.39932,2051372.343
-4870.373248,35084851.05
-27425.13648,14499619.3
-11300.30035,22301291.64
-9249.015677,19830231.3
-7718.691961,15531491.19
-5219.070438,35221623.06
-11174.89282,17557566.1
-12800.49581,11626508.66
-13835.26546,10592476.58
-17334.60002,27383078.61
-10358.55445,38165174.63
-12354.88634,14913314.36
-10178.59617,16273975.02
-4962.617648,5893979.381
-17087.63846,26365465.11
-24292.49801,18719539.37
-3252.611231,7428839.299
-22266.00987,38463126.34
-15137.92054,10143771.69
-5453.034853,23647409.92
-30923.23028,41877556.04
-451.6096088,23587247.63
-15866.99199,32356727.96
-11552.43692,10159075.24
-13406.73197,27889697.01
-22284.24939,19064678.24
-9375.409591,22006573.97
-3600.753705,17316035.87
-19779.87379,26933285.58
-20563.39638,44929632.59
-30721.07852,18085245.19
-28703.86126,44266373.07
-20601.64865,21458212.57
-6833.925374,13935607.88
-13531.49265,31982618.47
-10352.58131,17300708.4
-28503.45734,34067577.58
-1970.781765,20696262.83
-26147.58263,4969689.353
-12295.32005,778896.5544
-19334.46412,32280024.23
-16855.69263,30271214.46
-21460.0721,2537217.469
-24326.08107,42306496.35
-13190.95289,10413320.07
-13358.93138,22508423.96
-13216.93445,34231127.23
-10285.735,13595685.98
-28226.3728,13389200.03
-14370.04548,8470596.411
-21646.26881,11369200.33
-17458.59798,43012204.84
-7561.500329,16314132.38
-29692.23888,42849268.23
-3196.19172,21079432.69
-467.2911747,36479496.96
-20003.80044,9444876.514
-8609.405716,44018311.71
-26262.66756,33768867.9
-10991.4204,8725767.901
-9231.038964,43440040.58
-3786.753542,12619812.96
-24910.72558,35006540.61
-5287.787316,34261628.82
-25.85595166,1118072.066
-26499.85568,28756390.46
-12580.81431,31131555.81
-16308.32014,9627746.01
-2820.587654,14198942.2
-13164.68163,17978320.59
-29137.23856,2213587.588
-28057.96433,30994056.42
-31240.09687,39189912.68
-11478.26188,44846586.63
-7610.495056,22945990.4
-11018.84528,41297372.39
-16411.77721,15575294.07
-31736.50099,32744696.5
-4744.872174,12717757.8
-19395.01035,15825526.77
-13981.95461,5786423.319
-24060.19633,42385902.14
-30415.47721,14573478.04
-19473.10026,44781608.81
-10776.26762,37972874.15
-29339.90383,38522609.51
-1319.53618,31952062.29
-14028.85175,14849735.49
-25882.86149,11592243.33
-28610.59337,40515875.37
-6052.866799,30972388.25
-8750.854169,39497399.38
-22006.96546,29737540.68
-5169.495325,24077286.28
-19257.38337,6126198.415
-23330.49999,5830997.898
-27668.26379,35367800.46
-27659.10687,20993661.62
-13817.80981,16170065.95
-19580.2137,23634242.51
-2231.790264,3655345.401
-338.435774,23465691.37
-21033.07565,17331530.52
-14898.23251,22968908.93
-16710.98422,14964686.97
-29685.19045,45360061.41
-7735.931883,25594718.56
-18197.71009,20262912.9
-23065.82547,15411682.98
-20275.46326,4875618.147
-27673.54537,33887339.07
-2929.506918,7620673.291
-17468.04305,35575860.48
-24444.77913,36681854.03
-24636.3517,28058806.54
-7293.414527,21776271.78
-13450.45993,39940407.09
-14222.87161,46704316.68
-622.9338211,13637261.4
-30975.42387,47815102.68
-23708.73255,23940649.99
-24348.76842,8399147.461
-20856.19393,37403731.49
-30631.81715,18963124
-13239.33381,19877555.32
-24906.31588,10708054.7
-26576.69446,43018675.87
-12500.83702,37073231.85
-31293.57159,43556418.19
-8393.152072,4077886.58
-6562.791532,41157289.02
-25525.76933,10902704.67
-6091.822901,45385258.49
-20345.81342,11310819.4
-18725.11135,7833640.491
-6078.692413,46827591.19
-1509.876419,28631290.6
-29468.84406,3048889.299
-22180.7626,45289738.84
-22136.61984,24712046.85
-12875.47008,21446140.94
-22441.50478,11076523.91
-8562.481608,15608836.14
-9337.064782,3801819.321
-31328.76993,33526716.59
-14165.89879,27529564.83
-4826.049857,24754473.63
-2177.239468,36049228.89
-6235.596319,47490176.55
-21883.63849,28987086.1
-18684.45515,32715997.88
-31048.03906,47171410.02
-3669.196766,16096656.05
-24302.68053,36922895.37
-16256.21042,17393554.42
-19221.49199,12103786.48
-18661.75462,33344077.59
-6325.589228,17821649.17
-21944.78785,36090857.04
-26568.27109,35119057.26
-19382.63507,47882196.6
-29650.42972,38942642.99
-12434.71414,31365699.08
-6247.765309,17021630.97
-2758.002176,19863439.28
-21217.31706,13339693.75
-16399.11146,6711223.249
-25980.40992,42797365.73
-3033.576036,44348634.56
-13083.02232,38477131.55
-12088.86343,16006169.53
-8044.976845,18308603.57
-29797.06945,18427444.23
-753.3619992,26855090.28
-24733.59124,18127266.16
-16070.77845,44031825.57
-30988.98363,45046530.68
-14850.6604,12687384.71
-5368.351957,36188327.15
-4896.549107,4151419.983
-6836.992296,7365348.439
-18317.5754,38867380.02
-3359.045427,3725740.141
-991.9588585,34521736.84
-22678.31633,39702075.72
-25132.58702,44690061.58
-5820.221363,38715630.09
-1198.821695,16785089.75
-18611.09087,22171466.36
-28773.89997,16298818.07
-28050.16834,46454096.21
-28753.98947,7570104.397
-26914.2057,25701214.31
-26638.54317,40014165.43
-31437.08409,33743722.83
-3484.627336,4271135.668
-8137.855872,4902755.308
-962.9325036,7999625.942
-29823.47812,35170216.95
-2673.78859,25330359.41
-9839.671222,30434950.24
-12612.62113,13747252.67
-23113.37774,22742041.64
-16715.34566,13043109.39
-13354.96577,33196971.85
-17161.38915,34977092.23
-8168.8632,45919302.83
-30348.64693,2602758.357
-11225.88127,41401146.26
-17747.81366,22429390.35
-2571.016356,37791309.92
-14055.46399,1332975.607
-23533.82115,8167692.293
-27756.59796,3172595.903
-17659.35954,46166055.47
-30858.48805,28144928.81
-17990.50574,27316163.97
-5814.507937,18566542.86
-23589.83912,42875464.27
-13126.19246,42151497.04
-6169.203561,44225359.31
-16166.02558,27975722.99
-20096.83854,5981585.885
-288.011853,42194237.15
-3407.841098,7959368.726
-30234.17378,41314455.95
-6030.890514,34624717.48
-28960.06744,7459052.816
-3802.461649,19350519.25
-23089.17144,27442655.87
-14168.9922,1848628.252
-366.0235254,27295253.06
-16212.88665,15618216.18
-21092.51255,35410853.88
-3282.39826,106121.7994
-4262.732385,36175575.1
-8935.181063,4585692.157
-6886.844982,25787918.69
-15954.54639,1454449.882
-20496.1073,2544117.894
-25666.63835,29466318.79
-13900.03704,11573843.46
-5407.646733,2776052.412
-16017.83315,8130156.87
-18364.4401,19583406.79
-24078.70947,32182530.7
-8490.651335,26968577.11
-4819.273375,38578016.79
-7710.181268,27620624.2
-31344.35155,42731078.4
-18881.51674,37035028.13
-21412.80041,38767080.73
-25850.53659,10754932.02
-20775.06747,32844968.72
-6298.576164,21277678.36
-12704.95328,46722417.37
-20174.86462,38935141.04
-15048.21017,28613438.09
-2440.046371,34095807.06
-30897.31481,24298404.02
-29757.57067,7143696.664
-23509.95272,895528.7103
-30689.64918,26959118.53
-24148.19313,40937272.19
-14406.96021,47393679.54
-14990.80015,20560827.71
-12661.97136,33383789.53
-10087.48058,44261796.76
-8897.745408,13460914.66
-306.712943,20713718.74
-9384.25059,29534201.31
-8325.659851,13347859.23
-31349.24125,19454786.5
-8335.520757,28600851.71
-19529.73242,23489482.5
-5075.316252,26293479.89
-28545.08661,4954776.005
-4587.986779,30829332.58
-16097.32779,43284974.53
-15488.55368,44861624.13
-18735.36959,28297093.73
-6187.291312,24435087.04
-30602.13107,34011557.67
-10788.05772,24548492.61
-7596.273409,37951275.84
-20338.56155,31517221.11
-20242.24812,990931.7981
-29037.05523,6000316.158
-1228.663812,41426219.66
-16030.32106,22270302.15
-28434.86752,27094157.81
-28130.90898,11965836.75
-4999.142462,15867564.94
-8413.178736,11277879.87
-16136.85851,29868363.74
-8956.682473,13407061.78
-27693.59909,20001922.69
-27115.17226,40043391.16
-26231.00351,29695059.73
-19284.14252,22634431.55
-14946.2144,27613736.18
-16573.5425,26034567.59
-7626.54235,46982990.28
-10232.11073,45779856.4
-6996.778344,29177876.6
-21453.15298,45435120.58
-89.86151181,425308.9215
-21235.24367,32590653.77
-25895.88194,46036016.44
-27340.62739,25891029.72
-6163.066877,40212965.38
-2322.288912,45686859.45
-11112.36568,26825626.15
-2622.875156,24164884.46
-26985.5855,21560862.92
-27577.29247,4567957.897
-11529.16806,18111212.3
-1040.648735,14745486.49
-18838.99935,23373405.95
-12227.70791,43608007.31
-10747.50593,47600722.84
-19168.0367,33649635.08
-31834.30101,5904975.293
-23808.68659,24599597.27
-1403.293035,7032182.838
-10677.16492,13090397.66
-17517.98483,3919470.581
-23560.73322,22984494.28
-2652.60809,13830664.2
-4203.040904,25553432.37
-17372.38348,13546126.99
-6495.802278,9371407.827
-25914.6168,35059803.74
-14307.77025,23080268.82
-21726.08641,33057960.78
-26507.88814,41024863.45
-24843.62893,33620318.08
-28922.08958,43814580.73
-14293.47386,29321093.04
-16986.0074,20829306.26
-10333.38505,47074407.09
-1856.31463,1957505.262
-8370.451725,493924.0132
-8156.667251,21480565.1
-23049.0576,39918408.73
-124.6409094,19269235.07
-8117.816941,4927065.587
-29199.93763,11995067.68
-8679.999633,37864073.86
-20430.66027,19441017.26
-20364.66388,8660054.505
-9432.146103,23720160.2
-28262.53528,9483694.311
-21312.7691,40330873.56
-20615.3138,34953395.42
-1579.640623,11849495.55
-31658.13279,30667097.64
-19452.60124,7678439.278
-1769.963546,9692537.319
-31334.87709,24375340.81
-13644.14179,25525263.58
-19273.28819,32113079.98
-27644.93353,16451125.52
-114.4783561,21740235.12
-30325.1026,22195223.45
-10894.67167,3761008.216
-28912.34061,40055885.68
-16425.69349,16932812.08
-10239.05173,37606045.3
-2052.102089,12107369.42
-18081.41362,18775437.93
-3388.744122,19676756.26
-11712.48054,25101665.91
-14905.4224,36674607.41
-18948.05851,20592352.47
-12832.2223,27912062.19
-2850.526066,16904141
-7431.122863,6028594.762
-19617.85835,41799928.49
-9640.285696,15322246.51
-12732.14589,39111016.41
-25130.32201,1381469.124
-14632.09701,11792720.81
-265.4458807,21755618.71
-13339.56894,21546806.16
-25285.47726,26636325.74
-19540.02433,36290960.75
-10445.33599,43534362.21
-1792.852677,24214571.05
-30627.58018,20636244.86
-28296.07646,33864026.02
-18333.05501,23898017.96
-6674.963078,12955972.81
-28214.93864,42296733.29
-11611.0636,28353658.01
-16919.4784,41176859.53
-17029.82948,18909437.97
-10551.81887,13116841.09
-9498.633287,30133978.19
-2093.138293,11510360.4
